"feed temperature (C)","feed flow (t/HR)","steam flow (kg/hr)",top pressure  (mm-water-G),bottom pressure (mm-water-G),top temperature (C),bottom temperature (C),"bottom EDC (ppm)",Status
50,10,3200,900,1200,102.837396,103.128587,0.115369616,OK
50,10,3200,900,1300,103.012232,103.375541,0.116918769,OK
50,10,3200,900,1400,103.186168,103.620747,0.118496167,OK
50,10,3200,900,1500,103.359218,103.864232,0.120102375,OK
50,10,3200,1000,1100,102.73816,102.879858,0.1160902,OK
50,10,3200,1000,1200,102.913719,103.128587,0.117640427,OK
50,10,3200,1000,1300,103.088366,103.37554,0.119218889,OK
50,10,3200,1000,1400,103.262114,103.620746,0.120826159,OK
50,10,3200,1000,1500,103.434977,103.864232,0.122462813,OK
50,10,3200,1000,1600,103.606969,104.106024,0.124129438,OK
50,10,3200,1100,1200,102.989614,103.128588,0.119936401,OK
50,10,3200,1100,1300,103.164073,103.37554,0.121544576,OK
50,10,3200,1100,1400,103.337636,103.620746,0.123182118,OK
50,10,3200,1100,1500,103.510314,103.864232,0.124849628,OK
50,10,3200,1100,1600,103.682122,104.106024,0.126547702,OK
50,10,3200,1100,1700,103.853072,104.346148,0.128276955,OK
50,10,3200,1200,1300,103.239362,103.375541,0.123896059,OK
50,10,3200,1200,1400,103.412739,103.620746,0.125564294,OK
50,10,3200,1200,1500,103.585234,103.864232,0.127263073,OK
50,10,3200,1200,1600,103.75686,104.106023,0.128993022,OK
50,10,3200,1200,1700,103.927629,104.346147,0.130754764,OK
50,10,3200,1200,1800,104.097553,104.584629,0.132548938,OK
50,10,3200,1300,1400,103.487432,103.620747,0.127972926,OK
50,10,3200,1300,1500,103.659745,103.864231,0.12970341,OK
50,10,3200,1300,1600,103.83119,104.106023,0.131465662,OK
50,10,3200,1300,1700,104.001779,104.346147,0.133260332,OK
50,10,3200,1300,1800,104.171525,104.584629,0.13508807,OK
50,10,3200,1300,1900,104.340441,104.821494,0.136949543,OK
50,10,3200,1400,1500,103.733852,103.864232,0.132170892,OK
50,10,3200,1400,1600,103.905117,104.106023,0.133965895,OK
50,10,3200,1400,1700,104.075529,104.346147,0.135793937,OK
50,10,3200,1400,1800,104.245098,104.584629,0.137655693,OK
50,10,3200,1400,1900,104.413838,104.821494,0.139551843,OK
50,10,3200,1400,2000,104.58176,105.056765,0.141483079,OK
50,10,3400,400,500,101.187863,101.348523,0.075129428,OK
50,10,3400,400,600,101.36974,101.608537,0.076065787,OK
50,10,3400,400,700,101.550592,101.866593,0.077018111,OK
50,10,3400,400,800,101.730434,102.122722,0.07798658,OK
50,10,3400,400,900,101.909281,102.376955,0.078971489,OK
50,10,3400,400,1000,102.087149,102.629324,0.079973141,OK
50,10,3400,500,600,101.44961,101.608538,0.077709646,OK
50,10,3400,500,700,101.630259,101.866593,0.078680656,OK
50,10,3400,500,800,101.809899,102.122722,0.079668121,OK
50,10,3400,500,900,101.988546,102.376955,0.080672352,OK
50,10,3400,500,1000,102.166214,102.629324,0.081693659,OK
50,10,3400,500,1100,102.34292,102.879859,0.082732356,OK
50,10,3400,600,700,101.709452,101.866594,0.080362176,OK
50,10,3400,600,800,101.888892,102.122722,0.081368856,OK
50,10,3400,600,900,102.067341,102.376955,0.082392625,OK
50,10,3400,600,1000,102.244812,102.629324,0.083433807,OK
50,10,3400,600,1100,102.421321,102.879859,0.084492724,OK
50,10,3400,600,1200,102.596883,103.128589,0.085569704,OK
50,10,3400,700,800,101.967421,102.122723,0.083088813,OK
50,10,3400,700,900,102.145673,102.376955,0.08413235,OK
50,10,3400,700,1000,102.322949,102.629324,0.085193634,OK
50,10,3400,700,1100,102.499264,102.879859,0.086273004,OK
50,10,3400,700,1200,102.674634,103.128589,0.087370793,OK
50,10,3400,700,1300,102.849071,103.375543,0.088487345,OK
50,10,3400,800,900,102.22355,102.376956,0.085891574,OK
50,10,3400,800,1000,102.400632,102.629324,0.086973202,OK
50,10,3400,800,1100,102.576756,102.879859,0.088073261,OK
50,10,3400,800,1200,102.751934,103.128589,0.089192104,OK
50,10,3400,800,1300,102.926182,103.375542,0.090330078,OK
50,10,3400,800,1400,103.099514,103.620749,0.091487541,OK
50,10,3400,900,1000,102.47787,102.629325,0.088772575,OK
50,10,3400,900,1100,102.653802,102.879859,0.089893577,OK
50,10,3400,900,1200,102.828792,103.128588,0.091033721,OK
50,10,3400,900,1300,103.002852,103.375542,0.092193373,OK
50,10,3400,900,1400,103.175997,103.620748,0.093372896,OK
50,10,3400,900,1500,103.34824,103.864234,0.094572662,OK
50,10,3400,1000,1100,102.730412,102.87986,0.091734032,OK
50,10,3400,1000,1200,102.905214,103.128588,0.092895742,OK
50,10,3400,1000,1300,103.079088,103.375542,0.094077331,OK
50,10,3400,1000,1400,103.252047,103.620748,0.095279181,OK
50,10,3400,1000,1500,103.424106,103.864234,0.09650167,OK
50,10,3400,1000,1600,103.595278,104.106026,0.097745183,OK
50,10,3400,1100,1200,102.981207,103.128589,0.094778264,OK
50,10,3400,1100,1300,103.154895,103.375542,0.095982065,OK
50,10,3400,1100,1400,103.327672,103.620748,0.097206513,OK
50,10,3400,1100,1500,103.499549,103.864234,0.098452003,OK
50,10,3400,1100,1600,103.670539,104.106025,0.099718927,OK
50,10,3400,1100,1700,103.840657,104.34615,0.101007689,OK
50,10,3400,1200,1300,103.230283,103.375543,0.097907689,OK
50,10,3400,1200,1400,103.402877,103.620748,0.099155021,OK
50,10,3400,1200,1500,103.574573,103.864234,0.100423794,OK
50,10,3400,1200,1600,103.745384,104.106025,0.101714418,OK
50,10,3400,1200,1700,103.915323,104.346149,0.103027305,OK
50,10,3400,1200,1800,104.084403,104.584631,0.104362872,OK
50,10,3400,1300,1400,103.477669,103.620749,0.101124833,OK
50,10,3400,1300,1500,103.649186,103.864233,0.102417186,OK
50,10,3400,1300,1600,103.819819,104.106025,0.103731804,OK
50,10,3400,1300,1700,103.989582,104.346149,0.105069116,OK
50,10,3400,1300,1800,104.158486,104.584631,0.106429547,OK
50,10,3400,1300,1900,104.326544,104.821496,0.107813532,OK
50,10,3400,1400,1500,103.723394,103.864234,0.104432321,OK
50,10,3400,1400,1600,103.893851,104.106025,0.105771242,OK
50,10,3400,1400,1700,104.063438,104.346149,0.107133284,OK
50,10,3400,1400,1800,104.232168,104.584631,0.108518891,OK
50,10,3400,1400,1900,104.400053,104.821496,0.109928507,OK
50,10,3400,1400,2000,104.567106,105.056767,0.111362585,OK
50,10,3600,400,500,101.186863,101.348524,0.05946371,OK
50,10,3600,400,600,101.368228,101.608538,0.060180428,OK
50,10,3600,400,700,101.548557,101.866594,0.060908912,OK
50,10,3600,400,800,101.727862,102.122723,0.061649294,OK
50,10,3600,400,900,101.906157,102.376957,0.062401776,OK
50,10,3600,400,1000,102.08346,102.629326,0.063166565,OK
50,10,3600,500,600,101.448155,101.608539,0.061544477,OK
50,10,3600,500,700,101.628282,101.866594,0.062287925,OK
50,10,3600,500,800,101.807388,102.122723,0.063043488,OK
50,10,3600,500,900,101.985486,102.376957,0.063811381,OK
50,10,3600,500,1000,102.162592,102.629325,0.064591816,OK
50,10,3600,500,1100,102.338723,102.87986,0.065385006,OK
50,10,3600,600,700,101.707532,101.866595,0.063684425,OK
50,10,3600,600,800,101.886439,102.122723,0.064455306,OK
50,10,3600,600,900,102.064341,102.376956,0.065238743,OK
50,10,3600,600,1000,102.241253,102.629325,0.06603496,OK
50,10,3600,600,1100,102.41719,102.87986,0.066844176,OK
50,10,3600,600,1200,102.592166,103.12859,0.067666617,OK
50,10,3600,700,800,101.965024,102.122724,0.065884651,OK
50,10,3600,700,900,102.142731,102.376956,0.066683777,OK
50,10,3600,700,1000,102.31945,102.629325,0.067495918,OK
50,10,3600,700,1100,102.495196,102.87986,0.068321307,OK
50,10,3600,700,1200,102.669981,103.12859,0.069160172,OK
50,10,3600,700,1300,102.843823,103.375544,0.07001275,OK
50,10,3600,800,900,102.220664,102.376957,0.068146407,OK
50,10,3600,800,1000,102.397191,102.629325,0.068974626,OK
50,10,3600,800,1100,102.572747,102.87986,0.069816338,OK
50,10,3600,800,1200,102.747344,103.12859,0.070671785,OK
50,10,3600,800,1300,102.920998,103.375544,0.071541205,OK
50,10,3600,800,1400,103.093722,103.62075,0.072424842,OK
50,10,3600,900,1000,102.474484,102.629326,0.070471029,OK
50,10,3600,900,1100,102.649851,102.87986,0.071329228,OK
50,10,3600,900,1200,102.824262,103.12859,0.072201416,OK
50,10,3600,900,1300,102.99773,103.375544,0.073087844,OK
50,10,3600,900,1400,103.17027,103.62075,0.073988761,OK
50,10,3600,900,1500,103.341895,103.864235,0.074904422,OK
50,10,3600,1000,1100,102.726516,102.879861,0.072859938,OK
50,10,3600,1000,1200,102.900741,103.12859,0.07374904,OK
50,10,3600,1000,1300,103.074025,103.375544,0.074652646,OK
50,10,3600,1000,1400,103.246382,103.62075,0.075571019,OK
50,10,3600,1000,1500,103.417826,103.864235,0.076504416,OK
50,10,3600,1000,1600,103.588369,104.106027,0.077453103,OK
50,10,3600,1100,1200,102.976789,103.128591,0.075314639,OK
50,10,3600,1100,1300,103.149891,103.375544,0.076235606,OK
50,10,3600,1100,1400,103.322067,103.62075,0.077171612,OK
50,10,3600,1100,1500,103.49333,103.864235,0.07812293,OK
50,10,3600,1100,1600,103.663695,104.106027,0.07908983,OK
50,10,3600,1100,1700,103.833174,104.346151,0.080072587,OK
50,10,3600,1200,1300,103.225334,103.375544,0.077836722,OK
50,10,3600,1200,1400,103.39733,103.620749,0.078790553,OK
50,10,3600,1200,1500,103.568415,103.864235,0.079759981,OK
50,10,3600,1200,1600,103.738602,104.106027,0.080745288,OK
50,10,3600,1200,1700,103.907905,104.346151,0.081746753,OK
50,10,3600,1200,1800,104.076336,104.584633,0.082764664,OK
50,10,3600,1300,1400,103.472178,103.62075,0.08042786,OK
50,10,3600,1300,1500,103.643086,103.864235,0.081415598,OK
50,10,3600,1300,1600,103.813098,104.106027,0.082419509,OK
50,10,3600,1300,1700,103.982226,104.346151,0.083439886,OK
50,10,3600,1300,1800,104.150483,104.584633,0.084477022,OK
50,10,3600,1300,1900,104.317882,104.821497,0.085531214,OK
50,10,3600,1400,1500,103.71735,103.864236,0.083089812,OK
50,10,3600,1400,1600,103.887187,104.106027,0.084112538,OK
50,10,3600,1400,1700,104.056142,104.346151,0.085152035,OK
50,10,3600,1400,1800,104.224228,104.584633,0.086208608,OK
50,10,3600,1400,1900,104.391455,104.821497,0.087282562,OK
50,10,3600,1400,2000,104.557838,105.056769,0.088374205,OK
50,10,3800,400,500,101.188021,101.348525,0.047101827,OK
50,10,3800,400,600,101.369003,101.608538,0.047652197,OK
50,10,3800,400,700,101.548936,101.866595,0.048211633,OK
50,10,3800,400,800,101.727833,102.122724,0.048780128,OK
50,10,3800,400,900,101.905711,102.376957,0.049357822,OK
50,10,3800,400,1000,102.082584,102.629326,0.049944859,OK
50,10,3800,500,600,101.448972,101.60854,0.048775379,OK
50,10,3800,500,700,101.628706,101.866595,0.049347349,OK
50,10,3800,500,800,101.807407,102.122724,0.049928533,OK
50,10,3800,500,900,101.985089,102.376957,0.050519082,OK
50,10,3800,500,1000,102.161768,102.629326,0.051119142,OK
50,10,3800,500,1100,102.33746,102.879861,0.051728864,OK
50,10,3800,600,700,101.707996,101.866596,0.050500369,OK
50,10,3800,600,800,101.886501,102.122724,0.051094327,OK
50,10,3800,600,900,102.06399,102.376957,0.051697812,OK
50,10,3800,600,1000,102.240476,102.629326,0.052310979,OK
50,10,3800,600,1100,102.415977,102.879861,0.052933984,OK
50,10,3800,600,1200,102.590505,103.128591,0.053566982,OK
50,10,3800,700,800,101.965125,102.122725,0.052277321,OK
50,10,3800,700,900,102.14242,102.376957,0.052893831,OK
50,10,3800,700,1000,102.318717,102.629326,0.053520194,OK
50,10,3800,700,1100,102.494027,102.879861,0.054156571,OK
50,10,3800,700,1200,102.668368,103.128591,0.054803125,OK
50,10,3800,700,1300,102.841753,103.375545,0.055460017,OK
50,10,3800,800,900,102.22039,102.376958,0.054106967,OK
50,10,3800,800,1000,102.396496,102.629326,0.05474662,OK
50,10,3800,800,1100,102.57162,102.879861,0.055396464,OK
50,10,3800,800,1200,102.745774,103.128591,0.05605667,OK
50,10,3800,800,1300,102.918973,103.375545,0.056727403,OK
50,10,3800,800,1400,103.091232,103.620751,0.057408836,OK
50,10,3800,900,1000,102.473825,102.629327,0.055990102,OK
50,10,3800,900,1100,102.648761,102.879861,0.056653515,OK
50,10,3800,900,1200,102.822731,103.128591,0.057327472,OK
50,10,3800,900,1300,102.995747,103.375545,0.05801215,OK
50,10,3800,900,1400,103.167823,103.620751,0.058707724,OK
50,10,3800,900,1500,103.338974,103.864236,0.059414371,OK
50,10,3800,1000,1100,102.72546,102.879862,0.057927584,OK
50,10,3800,1000,1200,102.899246,103.128591,0.058615402,OK
50,10,3800,1000,1300,103.07208,103.375545,0.059314132,OK
50,10,3800,1000,1400,103.243976,103.620751,0.060023957,OK
50,10,3800,1000,1500,103.414947,103.864236,0.06074506,OK
50,10,3800,1000,1600,103.585008,104.106028,0.061477625,OK
50,10,3800,1100,1200,102.975327,103.128592,0.059920336,OK
50,10,3800,1100,1300,103.14798,103.375545,0.060633233,OK
50,10,3800,1100,1400,103.319697,103.620751,0.061357424,OK
50,10,3800,1100,1500,103.49049,103.864236,0.0620931,OK
50,10,3800,1100,1600,103.660374,104.106028,0.062840451,OK
50,10,3800,1100,1700,103.829361,104.346152,0.06359967,OK
50,10,3800,1200,1300,103.223454,103.375545,0.061969349,OK
50,10,3800,1200,1400,103.394993,103.62075,0.06270803,OK
50,10,3800,1200,1500,103.56561,103.864236,0.063458401,OK
50,10,3800,1200,1600,103.735318,104.106028,0.064220663,OK
50,10,3800,1200,1700,103.904131,104.346152,0.064995011,OK
50,10,3800,1200,1800,104.072061,104.584634,0.065781648,OK
50,10,3800,1300,1400,103.469872,103.620751,0.064075685,OK
50,10,3800,1300,1500,103.640313,103.864236,0.064840883,OK
50,10,3800,1300,1600,103.809848,104.106028,0.065618184,OK
50,10,3800,1300,1700,103.978488,104.346152,0.066407796,OK
50,10,3800,1300,1800,104.146247,104.584634,0.067209923,OK
50,10,3800,1300,1900,104.313136,104.821498,0.068024777,OK
50,10,3800,1400,1500,103.714607,103.864237,0.066240473,OK
50,10,3800,1400,1600,103.883969,104.106028,0.067032953,OK
50,10,3800,1400,1700,104.052438,104.346152,0.067837965,OK
50,10,3800,1400,1800,104.220027,104.584634,0.068655724,OK
50,10,3800,1400,1900,104.386747,104.821498,0.069486445,OK
50,10,3800,1400,2000,104.552612,105.05677,0.070330345,OK
50,10,4000,400,500,101.190613,101.348526,0.037401916,OK
50,10,4000,400,600,101.371306,101.608539,0.037820734,OK
50,10,4000,400,700,101.550942,101.866596,0.03824681,OK
50,10,4000,400,800,101.729531,102.122725,0.038679956,OK
50,10,4000,400,900,101.907091,102.376958,0.039120272,OK
50,10,4000,400,1000,102.083637,102.629327,0.03956786,OK
50,10,4000,500,600,101.451325,101.60854,0.038725497,OK
50,10,4000,500,700,101.630763,101.866595,0.039162331,OK
50,10,4000,500,800,101.809158,102.122725,0.039606354,OK
50,10,4000,500,900,101.986525,102.376958,0.040057674,OK
50,10,4000,500,1000,102.162879,102.629327,0.040516396,OK
50,10,4000,500,1100,102.338236,102.879862,0.040982625,OK
50,10,4000,600,700,101.710098,101.866597,0.040095383,OK
50,10,4000,600,800,101.8883,102.122724,0.040550357,OK
50,10,4000,600,900,102.065475,102.376958,0.041012752,OK
50,10,4000,600,1000,102.241638,102.629327,0.04148268,OK
50,10,4000,600,1100,102.416806,102.879862,0.041960248,OK
50,10,4000,600,1200,102.590993,103.128592,0.042445569,OK
50,10,4000,700,800,101.966964,102.122726,0.041511775,OK
50,10,4000,700,900,102.143949,102.376958,0.041985319,OK
50,10,4000,700,1000,102.319924,102.629327,0.042466523,OK
50,10,4000,700,1100,102.494904,102.879862,0.042955502,OK
50,10,4000,700,1200,102.668905,103.128592,0.043452372,OK
50,10,4000,700,1300,102.84194,103.375545,0.043957247,OK
50,10,4000,800,900,102.221956,102.376959,0.042975184,OK
50,10,4000,800,1000,102.397744,102.629327,0.043467739,OK
50,10,4000,800,1100,102.572538,102.879862,0.043968201,OK
50,10,4000,800,1200,102.746354,103.128591,0.044476692,OK
50,10,4000,800,1300,102.919206,103.375545,0.044993332,OK
50,10,4000,800,1400,103.091108,103.620751,0.045518241,OK
50,10,4000,900,1000,102.475106,102.629328,0.04448614,OK
50,10,4000,900,1100,102.649716,102.879861,0.044998161,OK
50,10,4000,900,1200,102.823349,103.128591,0.045518347,OK
50,10,4000,900,1300,102.996019,103.375545,0.046046826,OK
50,10,4000,900,1400,103.167741,103.620751,0.046583721,OK
50,10,4000,900,1500,103.338527,103.864237,0.047129159,OK
50,10,4000,1000,1100,102.726446,102.879863,0.046045199,OK
50,10,4000,1000,1200,102.899897,103.128591,0.046577159,OK
50,10,4000,1000,1300,103.072387,103.375545,0.047117552,OK
50,10,4000,1000,1400,103.24393,103.620751,0.047666511,OK
50,10,4000,1000,1500,103.414539,103.864237,0.048224164,OK
50,10,4000,1000,1600,103.584227,104.106029,0.048790644,OK
50,10,4000,1100,1200,102.976006,103.128592,0.04765295,OK
50,10,4000,1100,1300,103.148317,103.375545,0.04820534,OK
50,10,4000,1100,1400,103.319683,103.620751,0.048766441,OK
50,10,4000,1100,1500,103.490115,103.864237,0.049336391,OK
50,10,4000,1100,1600,103.659629,104.106029,0.049915325,OK
50,10,4000,1100,1700,103.828236,104.346153,0.050503381,OK
50,10,4000,1200,1300,103.223817,103.375546,0.049310021,OK
50,10,4000,1200,1400,103.395006,103.620751,0.04988335,OK
50,10,4000,1200,1500,103.565264,103.864237,0.05046568,OK
50,10,4000,1200,1600,103.734604,104.106029,0.051057153,OK
50,10,4000,1200,1700,103.90304,104.346153,0.051657911,OK
50,10,4000,1200,1800,104.070583,104.584635,0.052268097,OK
50,10,4000,1300,1400,103.469908,103.620752,0.051017079,OK
50,10,4000,1300,1500,103.639993,103.864237,0.051611878,OK
50,10,4000,1300,1600,103.809161,104.106029,0.052215977,OK
50,10,4000,1300,1700,103.977425,104.346153,0.052829527,OK
50,10,4000,1300,1800,104.144799,104.584635,0.053452673,OK
50,10,4000,1300,1900,104.311294,104.821499,0.054085566,OK
50,10,4000,1400,1500,103.714307,103.864238,0.052774838,OK
50,10,4000,1400,1600,103.883304,104.106028,0.053391658,OK
50,10,4000,1400,1700,104.051399,104.346153,0.054018091,OK
50,10,4000,1400,1800,104.218605,104.584635,0.054654291,OK
50,10,4000,1400,1900,104.384933,104.821499,0.055300414,OK
50,10,4000,1400,2000,104.550396,105.056771,0.055956613,OK
50,10,4200,400,500,101.194019,101.348526,0.029939798,OK
50,10,4200,400,600,101.374498,101.608539,0.030253214,OK
50,10,4200,400,700,101.55391,101.866596,0.030572363,OK
50,10,4200,400,800,101.732267,102.122725,0.030897067,OK
50,10,4200,400,900,101.909586,102.376959,0.0312274,OK
50,10,4200,400,1000,102.085883,102.629327,0.031563439,OK
50,10,4200,500,600,101.454583,101.608541,0.030959424,OK
50,10,4200,500,700,101.6338,101.866596,0.031287667,OK
50,10,4200,500,800,101.811965,102.122725,0.03162157,OK
50,10,4200,500,900,101.989093,102.376958,0.031961211,OK
50,10,4200,500,1000,102.1652,102.629327,0.032306668,OK
50,10,4200,500,1100,102.340302,102.879862,0.032658019,OK
50,10,4200,600,700,101.713197,101.866597,0.032019985,OK
50,10,4200,600,800,101.89117,102.122725,0.03236319,OK
50,10,4200,600,900,102.068109,102.376958,0.032712239,OK
50,10,4200,600,1000,102.244028,102.629327,0.033067214,OK
50,10,4200,600,1100,102.418943,102.879862,0.033428197,OK
50,10,4200,600,1200,102.592868,103.128592,0.033795269,OK
50,10,4200,700,800,101.969892,102.122726,0.033121858,OK
50,10,4200,700,900,102.146643,102.376958,0.033480414,OK
50,10,4200,700,1000,102.322375,102.629327,0.033845003,OK
50,10,4200,700,1100,102.497104,102.879862,0.034215713,OK
50,10,4200,700,1200,102.670845,103.128592,0.034592626,OK
50,10,4200,700,1300,102.843613,103.375546,0.034975828,OK
50,10,4200,800,900,102.224703,102.37696,0.034265649,OK
50,10,4200,800,1000,102.400249,102.629327,0.034639947,OK
50,10,4200,800,1100,102.574795,102.879862,0.035020474,OK
50,10,4200,800,1200,102.748353,103.128592,0.03540732,OK
50,10,4200,800,1300,102.92094,103.375546,0.035800571,OK
50,10,4200,800,1400,103.092568,103.620752,0.036200316,OK
50,10,4200,900,1000,102.47766,102.629328,0.035451942,OK
50,10,4200,900,1100,102.652023,102.879862,0.035842378,OK
50,10,4200,900,1200,102.825401,103.128592,0.036239243,OK
50,10,4200,900,1300,102.997807,103.375546,0.036642631,OK
50,10,4200,900,1400,103.169256,103.620752,0.037052632,OK
50,10,4200,900,1500,103.339763,103.864238,0.03746934,OK
50,10,4200,1000,1100,102.728797,102.879863,0.036681309,OK
50,10,4200,1000,1200,102.901995,103.128592,0.037088281,OK
50,10,4200,1000,1300,103.074223,103.375546,0.03750189,OK
50,10,4200,1000,1400,103.245495,103.620752,0.037922233,OK
50,10,4200,1000,1500,103.415826,103.864238,0.038349403,OK
50,10,4200,1000,1600,103.585228,104.106029,0.038783497,OK
50,10,4200,1100,1200,102.978144,103.128593,0.037954309,OK
50,10,4200,1100,1300,103.150194,103.375546,0.038378224,OK
50,10,4200,1100,1400,103.321291,103.620752,0.038808989,OK
50,10,4200,1100,1500,103.491448,103.864237,0.039246704,OK
50,10,4200,1100,1600,103.660677,104.106029,0.039691469,OK
50,10,4200,1100,1700,103.828992,104.346153,0.040143383,OK
50,10,4200,1200,1300,103.22573,103.375547,0.039271498,OK
